"url_object_id","question_id","title","content","topics","answer_num","comments_num","watch_user_num","click_num","url","crawl_time"
"03a97db8a237346e0cb9a577fefc5817","59227915","护照为什么要叫「护照」？","无","语言,汉语,词语,汉语词汇,现代汉语","29","2","581","187155","https://www.zhihu.com/question/59227915","8/4/2019 01:45:36"
"051f4f105188ca58dab5b20bec0a3610","24150008","有哪些一次购买、没有内购、玩时不用联网拖时间的良心 iOS 游戏？","无","iOS,iOS 游戏,单机游戏,iOS 应用推荐,游戏内购","239","7","13447","1573811","https://www.zhihu.com/question/24150008","8/4/2019 06:14:03"
"062dd1ae03c2c6928d64d3c66f134757","63976911","如何看待航天博士刘从新「战死沙场」？","无","职业发展,人生意义,薪酬待遇,航天,中国航天","426","39","3926","2849164","https://www.zhihu.com/question/63976911","8/4/2019 01:22:18"
"0651ebe6003e5a825695d57c215d019a","59896834","红包算自己的钱还是父母的？","无","安瑞传媒","1","0","3","233","https://www.zhihu.com/question/59896834","7/4/2019 23:45:07"
"066fe4c17b27de875afdd0fb7b09b14c","19774356","以前一些作家史官写书时，为了避讳（空格、或“上讳”），后世对这些人名是如何考证的呢？","无","历史,文献,古文,避讳","1","0","17","2009","https://www.zhihu.com/question/19774356","8/4/2019 06:29:47"
"078979b231a904023cd6c989c28c91f4","299427536","准备挑一把古琴，练习琴啊预算五千？","无","乐器,预算,古琴","4","0","4","793","https://www.zhihu.com/question/299427536","8/4/2019 00:01:17"
"07a6c7b032f046853105ae828c1952ff","19997262","在知乎上，最值得关注的旅游系列问答有哪些？","无","旅行,问答专题整理","4","2","5182","117212","https://www.zhihu.com/question/19997262","8/4/2019 00:37:13"
"0dfc2b05bb9171efddfc6afee5df00ee","308297546","你们买过最物超所值的汉服是哪件？","无","汉服,古代服饰,民族服饰","7","0","9","1977","https://www.zhihu.com/question/308297546","7/4/2019 18:13:36"
"1021e7470747f346c4d7117a7ca5a0b7","31521524","如何看待频繁跳槽？","无","职业生涯,职业发展,职业规划","9","0","93","60293","https://www.zhihu.com/question/31521524","8/4/2019 00:01:59"
"10286b0bdfc3677807ca27053e889311","21057529","背英语单词怎么才能记住中文意思？","无","英语,背单词,英语词汇","8","0","107","29539","https://www.zhihu.com/question/21057529","8/4/2019 00:26:28"
"199985fd29d7ab3c24f63b548c72041e","301228140","我们真的看不懂人心吗？","无","数据分析,《看电影》杂志,看电影,《看理想》,看知乎","4","0","3","233","https://www.zhihu.com/question/301228140","7/4/2019 23:45:05"
"1c65edd71cd38a06265d4fa6d14c2eea","317532286","加拿大的PayPal安全吗？","无","PayPal,加拿大","2","0","3","43","https://www.zhihu.com/question/317532286","7/4/2019 18:12:49"
"1e97fa2a55819a3eb082e16992000ea9","302460137","如何追回一个已经拒绝你的女生？","无","女生,男生,男生女生","1","86","10505","5887095","https://www.zhihu.com/question/302460137","8/4/2019 01:24:48"
"1f232f0fd42511144e28baa6b1c219d9","21967121","能否精确地分析中国房价的昂贵（和西欧、美国相比）？","无","经济,房价","2","15","148","9130","https://www.zhihu.com/question/21967121","8/4/2019 01:21:38"
"22a0853205d117c25e0d0549071bb787","19563079","你想开一家什么样的店？","无","创业,调查类问题,生活方式,理想,开店","507","9","5196","1115424","https://www.zhihu.com/question/19563079","8/4/2019 00:06:53"
"28f1ea740614eb92c232394b30895ce9","22148480","偷看女生胸部被发现了怎么办？","无","生活,社交礼仪,避免尴尬","192","17","2713","555290","https://www.zhihu.com/question/22148480","8/4/2019 00:07:42"
"296e100a4547d73ca4b361e4c336483c","25658125","宜家有哪些小东西很值得买？","无","生活方式,宜家家居 (IKEA),家居产品,购物分享,购物推荐","91","2","11073","3128857","https://www.zhihu.com/question/25658125","7/4/2019 18:20:06"
"29ee75c1de4125b80d92b586f782741e","23527973","如何看出男朋友有没有潜力？","无","男朋友,潜力,异性交往,择偶观","2","246","55551","13308932","https://www.zhihu.com/question/23527973","8/4/2019 06:24:40"
"2c943277cd42600a75f67741986865ba","318028969","如果263年钟会邓艾伐蜀失败，那司马昭怎么办？","无","三国,三国人物,三国历史,司马昭","16","2","43","26512","https://www.zhihu.com/question/318028969","7/4/2019 18:15:59"
"2de16c573412d8abe2fe87b8461b871b","20590253","男生是不是不喜欢高大胖的女生？","无","女生","134","5","714","796388","https://www.zhihu.com/question/20590253","8/4/2019 06:16:18"
"2f0708a16633b63f66b5ad8ae4e7082a","291148163","中国有无类似「乐高」的玩具品牌？若无，原因为何？","无","玩具,乐高 (LEGO),积木,乐高 (LEGO) Mindstorms EV3","173","12","1146","1582134","https://www.zhihu.com/question/291148163","8/4/2019 06:11:45"
"2f4ba2de86478e0e014aaf311eb7bbaf","304532658","假设我投资日利率是百分之3  但有百分之二的可能会亏损所有本金，投资每天能操作一次，怎么让利润最大化？","无","投资,理财,利润,利率,数学分析","8","0","10","785","https://www.zhihu.com/question/304532658","7/4/2019 23:53:46"
"32cc1296a89d7f80697810297fa6eb7e","300239086","乡规民约是不是法？","无","法律常识,法大大","1","0","1","138","https://www.zhihu.com/question/300239086","7/4/2019 23:45:00"
"371ed04b5516c8275bd153c65a25ac3e","266574241","你最喜欢的句子是？","无","阅读,学习,文艺,诗词,读书笔记","12","81","158920","49517600","https://www.zhihu.com/question/266574241","8/4/2019 06:12:54"
"3fddae8809c3c8ac0bbdafcf1e5758e1","26483956","在英语学习过程中，有哪些书籍让你醍醐灌顶？","无","生活,教育,英语,英语学习,英语学习教材推荐","277","5","46024","2274629","https://www.zhihu.com/question/26483956","8/4/2019 00:04:05"
"404d1aca08f131c5e3e511671db3f53d","57555526","腾云智库是一个怎样的机构？","无","腾云智库","0","0","5","229","https://www.zhihu.com/question/57555526","7/4/2019 18:12:53"
"41bb0512e96e7fc61c275c0f6bf3711f","281392159","央视 20171226 2017-18赛季欧冠小组赛50大进球第一首女声唱的是什么歌名谁知？","无","冠军欧洲（电视栏目）","0","0","1","17","https://www.zhihu.com/question/281392159","7/4/2019 23:45:02"
"42b64f87ddca67871be99053d5b0f498","19895789","你爱上某一个人时，最奇特的一次是因为什么？","无","调查类问题,恋爱","4","50","44405","10417263","https://www.zhihu.com/question/19895789","8/4/2019 00:37:41"
"45c80f98520e3363e779375a92b69afc","59894775","如何理解“据不完全统计”这种然并卵的说法？","无","安瑞传媒","1","0","1","743","https://www.zhihu.com/question/59894775","7/4/2019 23:44:45"
"46865600b83fb9c096260218a0509cd0","19900631","即将毕业的大学生如何判断自己适合做什么行业？","无","职业发展,应届毕业生,职业规划,兴趣和职业,职业选择","77","5","6671","1083231","https://www.zhihu.com/question/19900631","8/4/2019 00:31:56"
"46d50a092ad17ef23c2cdcf260b495f0","303003371","如何看待蒋劲夫事件?","无","法律,女性主义,家庭暴力,双重标准,蒋劲夫","2","280","5510","8824259","https://www.zhihu.com/question/303003371","7/4/2019 18:19:40"
"4807047f0a4bcf5985d61e2a9aa89d1d","27702564","每天坚持英语学习，为什么还是学不好？","无","教育,英语,英语学习,学习方法,学习能力","1","101","144996","10772868","https://www.zhihu.com/question/27702564","8/4/2019 06:14:46"
"4ed147db99ab8e9e8a08eff3035a8fdf","52026314","中国的冰雪运动现状如何？","无","中国,2022 年北京-张家口冬季奥林匹克运动会,冰雪运动","16","0","65","21156","https://www.zhihu.com/question/52026314","8/4/2019 03:42:01"
"4eeea71eee6e9ebacff8baed0b256435","26129205","你有哪些回购过五次或五次以上的护肤品？","无","购物,女性,基础护肤,美容护肤,购物推荐","3","91","139513","28789086","https://www.zhihu.com/question/26129205","8/4/2019 00:03:55"
"590cd6759fb554e6893c8f85b4ba687e","19724266","如何保养钢笔？","无","文具,钢笔,硬笔书法,冷知识","54","2","5428","819880","https://www.zhihu.com/question/19724266","8/4/2019 02:02:15"
"654d9e104dcbd2b782df54e811d3487a","318759881","作为一个程序员，你的桌子上都有些什么？","无","程序员,科技,桌面,数码","68","2","1235","167715","https://www.zhihu.com/question/318759881","7/4/2019 23:51:20"
"67e01fb03f5e0b4703719eecba6810c2","56609320","有哪些「看似很 LOW，实则惊艳」的产品？","无","生活,设计,产品","7","112","293354","219416215","https://www.zhihu.com/question/56609320","7/4/2019 23:45:49"
"69ed37d4ec5e1402d5209894ad2fee51","318759842","作为一个「攒机」爱好者，你的桌子上都有些什么？","无","科技,桌面,数码,电脑 DIY","80","0","1130","215235","https://www.zhihu.com/question/318759842","7/4/2019 23:51:24"
"6ace6c819c32738f4ce5c30831fdcaed","29247822","一张图中怎么提高人物动作的张力？","无","游戏,插画","8","3","1827","105551","https://www.zhihu.com/question/29247822","8/4/2019 06:14:34"
"6af49efbffed331d31ac2a60fc410ef9","299171677","有哪些怀孕的事实，没有怀过孕的人一定不相信？","无","生活,科普,女性,医学,怀孕","1","8","10893","30546379","https://www.zhihu.com/question/299171677","7/4/2019 18:13:37"
"6c0a6f13a1eec9b2ecfa1802ef377ff9","34881132","为什么西北工业大学知名度不高？","无","985 工程大学,西北工业大学","269","11","746","1258121","https://www.zhihu.com/question/34881132","7/4/2019 18:14:27"
"6c312a91732a4591372a7c263048e483","317359257","怎样高效地准备答辩？","无","科研,学术,高效,答辩","7","0","88","4091","https://www.zhihu.com/question/317359257","7/4/2019 23:52:26"
"712a543da4f3fc742ba1b8b7371c5b0e","20694013","如何克服自卑？","无","心理学,人际交往,自卑,内向,性格","3","118","109410","16724757","https://www.zhihu.com/question/20694013","8/4/2019 01:21:52"
"7163084e9eb14ff18748e65a2185ce21","39023877","给你三分钟时间，让你能回到你父母十八岁那一年，你会分别对他们说什么？","无","生活,爱,家庭,亲子关系,想象类问题","242","12","542","23562","https://www.zhihu.com/question/39023877","8/4/2019 01:44:11"
"726819053e13ced5c8dfd7aaf79b9d8a","20910380","如果证实了希格斯玻色子，能有哪些实际的用途？","无","物理学,基本粒子,希格斯玻色子","156","32","2803","464031","https://www.zhihu.com/question/20910380","8/4/2019 06:30:09"
"75a322b8d9a6106a6d8a4cf4364e2457","54244634","你认为有哪些越早明白越好的人生道理？","无","生活,心理学,职业,人生,生活方式","4","43","115688","34641446","https://www.zhihu.com/question/54244634","8/4/2019 01:21:50"
"77bd637dc342dd93245d951bd331e16b","44598062","如何评价零零无限科技的产品 Hover Camera 及其前景？","无","计算机视觉,无人机（UAV）,同时定位和地图构建（SLAM）","48","1","621","87282","https://www.zhihu.com/question/44598062","8/4/2019 01:20:55"
"79d7f8f062b04a7415bd2cad6dd53729","318759741","作为一个摄影师/摄影爱好者，你的桌子上都有些什么？","无","摄影,摄影师,科技,桌面,数码","19","0","530","40117","https://www.zhihu.com/question/318759741","7/4/2019 23:51:28"
"7d37b64a4a675460f3f3e8bfbff29281","26753619","如何成为一个优秀的男朋友？","无","两性关系,男朋友,恋爱心理,恋爱技巧,恋人相处","1","44","68643","7539282","https://www.zhihu.com/question/26753619","8/4/2019 06:12:06"
"8018c4ef6e4d4d5cca0466b1bcc06ca6","38894816","你买得最失败的东西是什么？","无","生活,调查类问题,女性,社会,X 是种怎样的体验","6","128","92956","76644342","https://www.zhihu.com/question/38894816","7/4/2019 18:22:20"
"801d95c1ca30de3d9f34a5be990973d3","58602582","璇玑是一家怎样的公司？","无","璇玑","1","0","6","703","https://www.zhihu.com/question/58602582","8/4/2019 00:00:17"
"80366f7d8a4b6cd23eff8ed6ac5bc9ab","21541150","如何快速地涉猎一个领域的知识？","无","学习,知识,世界观","123","20","22822","1168813","https://www.zhihu.com/question/21541150","8/4/2019 00:31:58"
"82abfebcb153177051d6e8922ab1577d","24462259","吵架时女朋友不让你和她说话，也不让你碰她时，怎么做比较好？","无","女朋友,异性交往,两性相处","735","22","18722","3772123","https://www.zhihu.com/question/24462259","8/4/2019 06:12:08"
"82c2708830d2ab87fe2d03ea10af69be","21888738","如何编好一个故事？","无","电影,小说,文学","110","12","6083","496563","https://www.zhihu.com/question/21888738","8/4/2019 03:23:18"
"844a62a2d27475f9de4274e1e1343819","318759976","作为一个爱玩游戏的人，你的桌子上都有些什么？","无","游戏,科技,桌面,数码,游戏玩家","91","1","1324","188559","https://www.zhihu.com/question/318759976","7/4/2019 23:51:14"
"846ab0ef60361603917f24dab204df2d","33220674","我们是怎样一步步地走向平庸的？","无","生活,人生,生活经历,人生规划,平庸","2","81","94578","8295678","https://www.zhihu.com/question/33220674","8/4/2019 04:23:04"
"8893ec86c6cbb994a469c390bc31b54a","303274609","为什么古琴这个乐器不在一般民乐团的常规编制中？","无","民乐（中国）,古琴,中国民族乐器","9","0","14","1130","https://www.zhihu.com/question/303274609","8/4/2019 00:01:19"
"8ecf62c94171e90511ef0534347f6557","19581624","属于「知乎官方指南」的问答有哪些？","无","知乎指南","1","58","13932","9747370","https://www.zhihu.com/question/19581624","7/4/2019 23:59:36"
"8f08bff902443b431da513c1770f8dd3","20318161","如何快速有效地学习日语五十音？","无","日语,外语,语言学习,日语入门,日语学习","716","52","52769","4962081","https://www.zhihu.com/question/20318161","8/4/2019 00:04:28"
"95a0102599db10b0facdea70e73e07d9","33589020","怎么用 Photoshop 把图片变清晰？","无","Adobe Photoshop,摄影,设计,摄影后期技术,摄影技术","88","5","7132","953904","https://www.zhihu.com/question/33589020","7/4/2019 23:45:47"
"995c02bd25c87c1c2a3d6784250e3c91","19576438","西红柿炒鸡蛋怎么做才好吃？","无","美食,烹饪,番茄炒鸡蛋","342","19","6245","930480","https://www.zhihu.com/question/19576438","7/4/2019 18:26:51"
"99a25562f52a9f892dd160f7ded86227","52707189","为什么有很多优质男性依然单身？","无","生活,婚姻,价值观,恋爱,社会","2","107","23233","11826745","https://www.zhihu.com/question/52707189","8/4/2019 03:40:48"
"9b3e6349f8f09026b8054a969b75d69a","19980151","每天都不想上班怎么办？","无","人力资源（HR）,职场,上班,人力资源管理,办公室健康","1","122","17862","4448378","https://www.zhihu.com/question/19980151","8/4/2019 01:21:47"
"9d7eea011784baa0d074705ddba6b0d1","58573366","如何评价吉利旗下全新品牌 LYNK&CO （领克）首款量产版 SUV 领克 01? 市场前景如何？","无","汽车,沃尔沃（Volvo）,车展,吉利（汽车品牌）,LYNK＆CO（领克）","139","3","1360","1219221","https://www.zhihu.com/question/58573366","8/4/2019 06:11:00"
"9dca1753c214b03164041702501f1c04","20188973","在家里如何免费使用中国知网？","无","大学生,论文,毕业论文,知网","512","41","83844","10473092","https://www.zhihu.com/question/20188973","8/4/2019 00:04:23"
"a0252e13a9c0f01b707f61b19c8ad737","22867272","如何变得会聊天？","无","生活,商业,生活方式,人际交往,恋爱","1","62","225322","16618288","https://www.zhihu.com/question/22867272","8/4/2019 01:35:20"
"a1a78e96da37c24f851dc9b76ab499bb","30312729","有哪些文艺小清新淘宝女装店?","无","时尚,文艺,淘宝网,文艺小清新,女装搭配","63","4","2495","421902","https://www.zhihu.com/question/30312729","7/4/2019 18:20:04"
"a469e12d1f3606ef091ed339a759f948","64623064","请问上市基金公司对入职高管或者员工的征信有什么要求？","无","基金公司,银华基金","0","0","1","18","https://www.zhihu.com/question/64623064","7/4/2019 23:45:03"
"a4ac0526f5085c6302f0250aff6f5a83","317722302","如何看待程序员在 GitHub 发起抗议互联网公司实行 996 工作制网站？","无","互联网,程序员,GitHub,996,996.ICU","2","261","14635","6356159","https://www.zhihu.com/question/317722302","8/4/2019 00:01:58"
"a4bd4fe8459e1f127c2d045800611fae","23395054","重水是否可以解渴？","无","化学","19","2","360","137898","https://www.zhihu.com/question/23395054","8/4/2019 01:41:32"
"a876183536411aecb200da29f00c2958","21179967","如何透过身边小事发现某些大趋势？","无","生活,本质,规律","436","23","37504","3950363","https://www.zhihu.com/question/21179967","8/4/2019 02:24:14"
"a94693e4a5bec9311dc7d5587362c793","66389155","投资机器人能实现吗？","无","璇玑","0","0","2","13","https://www.zhihu.com/question/66389155","7/4/2019 18:12:55"
"ab5b3f166d3662ea90fb8541d7607032","62345233","如何成为KOL？","无","KOL,网红经济","4","0","12","2558","https://www.zhihu.com/question/62345233","7/4/2019 18:13:33"
"acffefec3068c86df5203b1278cdbbfb","24458648","哪些工具或者习惯能极大提升产品经理的工作效率？","无","高效工作,产品经理","128","4","8428","394334","https://www.zhihu.com/question/24458648","7/4/2019 18:15:23"
"b6252287db6f3567f71d761b3e97e198","24333276","在试用期被辞退是不是很丢人？","无","心理学,求职,人力资源（HR）,职场,职场新人","1","31","7530","15288178","https://www.zhihu.com/question/24333276","8/4/2019 01:24:20"
"b8945c2cda63a889c351723269e680ae","34437811","陈涉真的是平民么？或是说背后真的没有世家操控么？看文中扶苏(百姓多闻其贤，不知其死也)那他怎么知道的？","无","中国历史,历史,春秋时期,春秋战国（东周）,世家","21","4","255","57516","https://www.zhihu.com/question/34437811","8/4/2019 03:25:44"
"c28396aa95290dc8eea3a444124f87b8","22786751","为什么国外的公路路面跟地面都是平齐的，而我们国内的公路路面都要比地面高出来好多？","无","道路设计,道路工程,公路,高速公路","24","4","187","88180","https://www.zhihu.com/question/22786751","8/4/2019 01:41:36"
"c411cf8daa6021196bb7bccda5e1f48d","52231322","在你亲历的短短时间内，世界有哪些惊人的改变？","无","改变,生活,文化,科技,社会","3","122","43547","20024302","https://www.zhihu.com/question/52231322","7/4/2019 23:45:43"
"c974d9d3c36f0f3b73b2d1aa3af28d21","310317296","韩寒的《飞驰人生》与前两部作品相比是否有进步。如果有，体现在哪里？","无","韩寒,后会无期（电影）,乘风破浪（电影）,飞驰人生（电影）","2","0","3","562","https://www.zhihu.com/question/310317296","7/4/2019 18:12:51"
"cc1df38e100fc38d68dd0c1377778b61","23049278","有哪些比小说更好看的商业故事？","无","经济,商业,行业,社会,商业运作","332","31","64981","8444037","https://www.zhihu.com/question/23049278","8/4/2019 00:08:13"
"cd99c44b31a2b1277ac6df1a1b520e72","295531999","有哪些新的装修观念可以科普给爸妈？","无","装修,家居,父母,家装,装修知识","73","1","3637","1074287","https://www.zhihu.com/question/295531999","8/4/2019 00:01:43"
"cf4a1951f311f511b606061bed3c0a3f","62269624","科研搞不出来的时候，大家一般都会干什么？","无","科研,兴趣,研究生,爱好,业余生活","605","16","8170","3401085","https://www.zhihu.com/question/62269624","7/4/2019 23:52:24"
"d4925e69424970c43363c975d8648baa","22977057","黛玉的母亲为什么没有和其他的三大家族联姻，而是嫁给了林如海？","无","婚姻,人文abc,红楼梦（小说）,林黛玉,家族","72","7","3745","845526","https://www.zhihu.com/question/22977057","7/4/2019 18:19:26"
"db3e879985d815bb0dc4d8900383178c","30836454","为什么姜维坚持北伐？","无","三国,中国古代战争,姜维","39","2","477","155607","https://www.zhihu.com/question/30836454","8/4/2019 03:20:18"
"e08fb18918afc7d116049a273dcafc61","62731099","拒绝了一家公司的offer后，他们的副总和hr总监同时打电话来询问拒绝原因并极力要求加入，我该不该去？","无","跳槽,面试技巧,HR总监,offer 比较,工作选择","308","76","9926","8261271","https://www.zhihu.com/question/62731099","8/4/2019 01:21:53"
"e4970bb3941e5f503fe7e8ede7666cd2","21727074","如何用好百度网盘？","无","百度网盘（百度云）","131","23","23730","1622670","https://www.zhihu.com/question/21727074","8/4/2019 02:24:07"
"e8c1c8165c8d5bb64d6253b87ec11d84","32128549","间歇性禁食（Intermittent Fasting）的体验如何？有哪些好处和坏处？","无","健康,健身,饮食,减肥","15","0","303","124089","https://www.zhihu.com/question/32128549","7/4/2019 18:15:25"
"ea73ea79a6edc604e83cb3c88eb3595d","27195235","那些年骗过我们的名人典故都有什么？","无","历史,教育,幽默,欺骗,历史人物","886","32","41462","21989119","https://www.zhihu.com/question/27195235","8/4/2019 03:24:41"
"ed49813c6293f07e52098d5f84c6761c","276308095","如何评价灭霸清除宇宙一半生命的计划？","无","电影,复仇者联盟3：无限战争（电影）,漫威电影宇宙（Marvel Cinematic Universe）,灭霸","2","101","8411","9800414","https://www.zhihu.com/question/276308095","8/4/2019 00:09:38"
"ed51ea3227aba7d5a5a225d7c638df07","38497405","「微信支付」与「支付宝支付」谁能赢？","无","支付宝,微信,移动支付,支付宝钱包,微信支付","1","51","5368","7387591","https://www.zhihu.com/question/38497405","8/4/2019 02:01:45"
"f4340e27e4af65d151f6e6200aaef78a","23140714","清洁房间有哪些物美价廉的神器推荐？","无","生活,推荐,家政,清洁用品,物美价廉","122","9","29822","2073565","https://www.zhihu.com/question/23140714","8/4/2019 02:24:48"
"f819eee5ca9b4350db873c091663853b","302987269","如何看待 2018 年 11 月 19 日高雄辩论会？","无","台湾,高雄,韩国瑜","66","3","289","348721","https://www.zhihu.com/question/302987269","7/4/2019 23:53:44"
"fb8bca9b4de11b8a774db955ad338441","20940106","数位板手绘初学者教程？","无","CG,插画,手绘,游戏原画,数位板","31","3","5967","415178","https://www.zhihu.com/question/20940106","8/4/2019 01:23:32"
"fe50b0cccdd70be69aee61d8193c2087","20959801","知乎举报功能如何使用？","无","知乎指南,举报（知乎功能）","1","16","778","157503","https://www.zhihu.com/question/20959801","7/4/2019 23:50:30"
"ff279f4cc7e62c90c10a3f21d34ca992","19557420","知乎的「赞同」和「感谢」功能，各在什么情况下使用才合适？","无","知乎使用,赞同（知乎功能）,感谢（知乎功能）","72","12","364","116973","https://www.zhihu.com/question/19557420","7/4/2019 18:25:23"
